t_ms,Vc_V,ic_mA
164.182091,4.91751298,0.00824870
164.282141,4.91771905,0.00822810
164.382191,4.91792459,0.00820754
164.482241,4.91812963,0.00818704
164.582291,4.91833415,0.00816658
164.682341,4.91853816,0.00814618
164.782391,4.91874166,0.00812583
164.882441,4.91894466,0.00810553
164.982491,4.91914714,0.00808529
165.082541,4.91934912,0.00806509
165.182591,4.91955060,0.00804494
165.282641,4.91975157,0.00802484
165.382691,4.91995204,0.00800480
165.482741,4.92015201,0.00798480
165.582791,4.92035148,0.00796485
165.682841,4.92055046,0.00794495
165.782891,4.92074893,0.00792511
165.882941,4.92094691,0.00790531
165.982991,4.92114439,0.00788556
166.083042,4.92134139,0.00786586
166.183092,4.92153788,0.00784621
166.283142,4.92173389,0.00782661
166.383192,4.92192941,0.00780706
166.483242,4.92212444,0.00778756
166.583292,4.92231898,0.00776810
166.683342,4.92251304,0.00774870
166.783392,4.92270661,0.00772934
166.883442,4.92289970,0.00771003
166.983492,4.92309231,0.00769077
167.083542,4.92328443,0.00767156
167.183592,4.92347608,0.00765239
167.283642,4.92366724,0.00763328
167.383692,4.92385793,0.00761421
167.483742,4.92404815,0.00759519
167.583792,4.92423788,0.00757621
167.683842,4.92442715,0.00755729
167.783892,4.92461594,0.00753841
167.883942,4.92480426,0.00751957
167.983992,4.92499210,0.00750079
168.084042,4.92517948,0.00748205
168.184092,4.92536639,0.00746336
168.284142,4.92555284,0.00744472
168.384192,4.92573882,0.00742612
168.484242,4.92592433,0.00740757
168.584292,4.92610938,0.00738906
168.684342,4.92629397,0.00737060
168.784392,4.92647810,0.00735219
168.884442,4.92666176,0.00733382
168.984492,4.92684497,0.00731550
169.084542,4.92702772,0.00729723
169.184592,4.92721001,0.00727900
169.284642,4.92739185,0.00726081
169.384692,4.92757324,0.00724268
169.484742,4.92775417,0.00722458
169.584792,4.92793465,0.00720654
169.684842,4.92811468,0.00718853
169.784892,4.92829425,0.00717057
169.884942,4.92847338,0.00715266
169.984992,4.92865207,0.00713479
170.085043,4.92883030,0.00711697
170.185093,4.92900809,0.00709919
170.285143,4.92918544,0.00708146
170.385193,4.92936234,0.00706377
170.485243,4.92953881,0.00704612
170.585293,4.92971483,0.00702852
170.685343,4.92989041,0.00701096
170.785393,4.93006555,0.00699344
170.885443,4.93024026,0.00697597
170.985493,4.93041452,0.00695855
171.085543,4.93058836,0.00694116
171.185593,4.93076176,0.00692382
171.285643,4.93093472,0.00690653
171.385693,4.93110726,0.00688927
171.485743,4.93127936,0.00687206
171.585793,4.93145103,0.00685490
171.685843,4.93162227,0.00683777
171.785893,4.93179309,0.00682069
171.885943,4.93196348,0.00680365
171.985993,4.93213344,0.00678666
172.086043,4.93230298,0.00676970
172.186093,4.93247210,0.00675279
172.286143,4.93264079,0.00673592
172.386193,4.93280906,0.00671909
172.486243,4.93297691,0.00670231
172.586293,4.93314435,0.00668557
172.686343,4.93331136,0.00666886
172.786393,4.93347796,0.00665220
172.886443,4.93364414,0.00663559
172.986493,4.93380990,0.00661901
173.086543,4.93397525,0.00660247
173.186593,4.93414019,0.00658598
173.286643,4.93430472,0.00656953
173.386693,4.93446883,0.00655312
173.486743,4.93463254,0.00653675
173.586793,4.93479583,0.00652042
173.686843,4.93495872,0.00650413
173.786893,4.93512120,0.00648788
173.886943,4.93528328,0.00647167
173.986993,4.93544495,0.00645551
174.087044,4.93560622,0.00643938
174.187094,4.93576708,0.00642329
174.287144,4.93592754,0.00640725
174.387194,4.93608760,0.00639124
174.487244,4.93624726,0.00637527
174.587294,4.93640653,0.00635935
174.687344,4.93656539,0.00634346
174.787394,4.93672386,0.00632761
174.887444,4.93688193,0.00631181
174.987494,4.93703961,0.00629604
175.087544,4.93719689,0.00628031
175.187594,4.93735378,0.00626462
175.287644,4.93751028,0.00624897
175.387694,4.93766639,0.00623336
175.487744,4.93782210,0.00621779
175.587794,4.93797743,0.00620226
175.687844,4.93813237,0.00618676
175.787894,4.93828692,0.00617131
175.887944,4.93844109,0.00615589
175.987994,4.93859487,0.00614051
176.088044,4.93874827,0.00612517
176.188094,4.93890128,0.00610987
176.288144,4.93905392,0.00609461
176.388194,4.93920617,0.00607938
176.488244,4.93935804,0.00606420
176.588294,4.93950953,0.00604905
176.688344,4.93966064,0.00603394
176.788394,4.93981138,0.00601886
176.888444,4.93996174,0.00600383
176.988494,4.94011172,0.00598883
177.088544,4.94026133,0.00597387
177.188594,4.94041056,0.00595894
177.288644,4.94055942,0.00594406
177.388694,4.94070791,0.00592921
177.488744,4.94085603,0.00591440
177.588794,4.94100378,0.00589962
177.688844,4.94115116,0.00588488
177.788894,4.94129817,0.00587018
177.888944,4.94144482,0.00585552
177.988994,4.94159110,0.00584089
178.089045,4.94173701,0.00582630
178.189095,4.94188256,0.00581174
178.289145,4.94202774,0.00579723
178.389195,4.94217256,0.00578274
178.489245,4.94231702,0.00576830
178.589295,4.94246112,0.00575389
178.689345,4.94260486,0.00573951
178.789395,4.94274824,0.00572518
178.889445,4.94289127,0.00571087
178.989495,4.94303393,0.00569661
179.089545,4.94317624,0.00568238
179.189595,4.94331819,0.00566818
179.289645,4.94345979,0.00565402
179.389695,4.94360103,0.00563990
179.489745,4.94374193,0.00562581
179.589795,4.94388247,0.00561175
179.689845,4.94402265,0.00559773
179.789895,4.94416249,0.00558375
179.889945,4.94430198,0.00556980
179.989995,4.94444112,0.00555589
180.090045,4.94457992,0.00554201
180.190095,4.94471836,0.00552816
180.290145,4.94485646,0.00551435
180.390195,4.94499422,0.00550058
180.490245,4.94513163,0.00548684
180.590295,4.94526870,0.00547313
180.690345,4.94540542,0.00545946
180.790395,4.94554181,0.00544582
180.890445,4.94567785,0.00543221
180.990495,4.94581355,0.00541864
181.090545,4.94594892,0.00540511
181.190595,4.94608394,0.00539161
181.290645,4.94621863,0.00537814
181.390695,4.94635299,0.00536470
181.490745,4.94648700,0.00535130
181.590795,4.94662069,0.00533793
181.690845,4.94675403,0.00532460
181.790895,4.94688705,0.00531130
181.890945,4.94701973,0.00529803
181.990995,4.94715208,0.00528479
182.091046,4.94728410,0.00527159
182.191096,4.94741579,0.00525842
182.291146,4.94754716,0.00524528
182.391196,4.94767819,0.00523218
182.491246,4.94780890,0.00521911
182.591296,4.94793928,0.00520607
182.691346,4.94806933,0.00519307
182.791396,4.94819906,0.00518009
182.891446,4.94832847,0.00516715
182.991496,4.94845755,0.00515425
183.091546,4.94858631,0.00514137
183.191596,4.94871474,0.00512853
183.291646,4.94884286,0.00511571
183.391696,4.94897066,0.00510293
183.491746,4.94909814,0.00509019
183.591796,4.94922530,0.00507747
183.691846,4.94935214,0.00506479
183.791896,4.94947866,0.00505213
183.891946,4.94960487,0.00503951
183.991996,4.94973076,0.00502692
184.092046,4.94985634,0.00501437
184.192096,4.94998161,0.00500184
184.292146,4.95010656,0.00498934
184.392196,4.95023120,0.00497688
184.492246,4.95035553,0.00496445
184.592296,4.95047955,0.00495205
184.692346,4.95060325,0.00493967
184.792396,4.95072665,0.00492733
184.892446,4.95084974,0.00491503
184.992496,4.95097253,0.00490275
185.092546,4.95109501,0.00489050
185.192596,4.95121718,0.00487828
185.292646,4.95133904,0.00486610
185.392696,4.95146060,0.00485394
185.492746,4.95158186,0.00484181
185.592796,4.95170281,0.00482972
185.692846,4.95182347,0.00481765
185.792896,4.95194382,0.00480562
185.892946,4.95206387,0.00479361
185.992996,4.95218362,0.00478164
186.093047,4.95230307,0.00476969
186.193097,4.95242222,0.00475778
186.293147,4.95254108,0.00474589
186.393197,4.95265964,0.00473404
186.493247,4.95277790,0.00472221
186.593297,4.95289587,0.00471041
186.693347,4.95301354,0.00469865
186.793397,4.95313092,0.00468691
186.893447,4.95324800,0.00467520
186.993497,4.95336479,0.00466352
187.093547,4.95348129,0.00465187
187.193597,4.95359750,0.00464025
187.293647,4.95371342,0.00462866
187.393697,4.95382905,0.00461709
187.493747,4.95394439,0.00460556
187.593797,4.95405945,0.00459406
187.693847,4.95417421,0.00458258
187.793897,4.95428869,0.00457113
187.893947,4.95440288,0.00455971
187.993997,4.95451679,0.00454832
188.094047,4.95463041,0.00453696
188.194097,4.95474375,0.00452562
188.294147,4.95485681,0.00451432
188.394197,4.95496958,0.00450304
188.494247,4.95508207,0.00449179
188.594297,4.95519428,0.00448057
188.694347,4.95530621,0.00446938
188.794397,4.95541786,0.00445821
188.894447,4.95552923,0.00444708
188.994497,4.95564033,0.00443597
189.094547,4.95575114,0.00442489
189.194597,4.95586168,0.00441383
189.294647,4.95597195,0.00440281
189.394697,4.95608193,0.00439181
189.494747,4.95619165,0.00438084
189.594797,4.95630109,0.00436989
189.694847,4.95641025,0.00435897
189.794897,4.95651914,0.00434809
189.894947,4.95662776,0.00433722
189.994997,4.95673611,0.00432639
190.095048,4.95684419,0.00431558
190.195098,4.95695200,0.00430480
190.295148,4.95705954,0.00429405
190.395198,4.95716681,0.00428332
190.495248,4.95727381,0.00427262
190.595298,4.95738055,0.00426195
190.695348,4.95748702,0.00425130
190.795398,4.95759322,0.00424068
190.895448,4.95769916,0.00423008
190.995498,4.95780483,0.00421952
191.095548,4.95791024,0.00420898
191.195598,4.95801538,0.00419846
191.295648,4.95812027,0.00418797
191.395698,4.95822489,0.00417751
191.495748,4.95832925,0.00416708
191.595798,4.95843335,0.00415667
191.695848,4.95853719,0.00414628
191.795898,4.95864076,0.00413592
191.895948,4.95874409,0.00412559
191.995998,4.95884715,0.00411529
192.096048,4.95894995,0.00410500
192.196098,4.95905250,0.00409475
192.296148,4.95915479,0.00408452
192.396198,4.95925683,0.00407432
192.496248,4.95935861,0.00406414
192.596298,4.95946014,0.00405399
192.696348,4.95956141,0.00404386
192.796398,4.95966243,0.00403376
192.896448,4.95976320,0.00402368
192.996498,4.95986372,0.00401363
193.096548,4.95996398,0.00400360
193.196598,4.96006400,0.00399360
193.296648,4.96016376,0.00398362
193.396698,4.96026328,0.00397367
193.496748,4.96036255,0.00396375
193.596798,4.96046157,0.00395384
193.696848,4.96056034,0.00394397
193.796898,4.96065886,0.00393411
193.896948,4.96075714,0.00392429
193.996998,4.96085518,0.00391448
194.097049,4.96095296,0.00390470
194.197099,4.96105051,0.00389495
194.297149,4.96114781,0.00388522
194.397199,4.96124487,0.00387551
194.497249,4.96134168,0.00386583
194.597299,4.96143825,0.00385617
194.697349,4.96153459,0.00384654
194.797399,4.96163068,0.00383693
194.897449,4.96172653,0.00382735
194.997499,4.96182214,0.00381779
195.097549,4.96191751,0.00380825
195.197599,4.96201265,0.00379874
195.297649,4.96210755,0.00378925
195.397699,4.96220221,0.00377978
195.497749,4.96229663,0.00377034
195.597799,4.96239082,0.00376092
195.697849,4.96248477,0.00375152
195.797899,4.96257849,0.00374215
195.897949,4.96267197,0.00373280
195.997999,4.96276522,0.00372348
196.098049,4.96285824,0.00371418
196.198099,4.96295102,0.00370490
196.298149,4.96304358,0.00369564
196.398199,4.96313590,0.00368641
196.498249,4.96322799,0.00367720
196.598299,4.96331985,0.00366801
196.698349,4.96341148,0.00365885
196.798399,4.96350289,0.00364971
196.898449,4.96359406,0.00364059
196.998499,4.96368501,0.00363150
197.098549,4.96377573,0.00362243
197.198599,4.96386622,0.00361338
197.298649,4.96395649,0.00360435
197.398699,4.96404653,0.00359535
197.498749,4.96413634,0.00358637
197.598799,4.96422593,0.00357741
197.698849,4.96431530,0.00356847
197.798899,4.96440445,0.00355956
197.898949,4.96449337,0.00355066
197.998999,4.96458207,0.00354179
198.099050,4.96467055,0.00353295
198.199100,4.96475881,0.00352412
198.299150,4.96484684,0.00351532
198.399200,4.96493466,0.00350653
198.499250,4.96502226,0.00349777
198.599300,4.96510964,0.00348904
198.699350,4.96519680,0.00348032
198.799400,4.96528374,0.00347163
198.899450,4.96537046,0.00346295
198.999500,4.96545697,0.00345430
199.099550,4.96554327,0.00344567
199.199600,4.96562934,0.00343707
199.299650,4.96571521,0.00342848
199.399700,4.96580085,0.00341991
199.499750,4.96588629,0.00341137
199.599800,4.96597151,0.00340285
199.699850,4.96605651,0.00339435
199.799900,4.96614131,0.00338587
199.899950,4.96622589,0.00337741
200.000000,4.96631027,0.00336897
